ID,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60
10096,817.2463,1044.1805,797.245,1000.02124,712.6913,931.1627,680.8301,1005.26886,728.82654,973.96295,680.713,1039.6838,733.1589,985.0199,783.6112,964.9465,788.68677,1005.315,779.6848,969.2824,671.4293,1019.9005,752.93207,1081.9648,736.8617,994.0132,708.7623,1016.67426,813.5577,1017.4907,689.549,1019.12134,676.7063,976.1599,734.351,878.34033,671.1183,939.6832,735.0782,992.10065,710.2754,966.6916,730.0086,1091.6421,736.6791,1035.7915,656.34625,1043.6744,700.03864,925.95496,691.56604,1072.9282,738.8551,1008.26996,701.649,1037.7678,642.8477,1077.876,719.98596,1101.1558
10116,588.1243,1291.3984,616.7575,1294.2651,567.63904,1295.7922,548.2129,1307.3134,620.01953,1306.5238,587.15173,1293.022,607.58704,1323.9719,540.71277,1321.4127,563.2871,1290.5308,573.6331,1304.3197,574.3818,1289.9668,570.62714,1285.8494,581.96423,1316.8447,579.82495,1295.8225,603.7096,1263.6995,533.0879,1271.5607,594.91534,1288.5983,587.30804,1285.5245,566.7435,1274.7164,578.60223,1305.1373,547.38586,1290.3405,572.3766,1279.0939,541.93066,1263.6288,623.2821,1280.0085,592.8242,1267.227,554.18604,1309.9373,581.8033,1296.3676,548.88855,1293.8684,573.24994,1273.6409,576.4501,1284.0269
10161,2085.468,661.84595,2120.0115,656.75287,2111.2305,620.2273,2083.7432,666.9622,2129.207,647.4842,2098.302,648.64655,2123.508,709.93164,2107.9875,666.038,2070.3608,667.38715,2075.0388,615.45325,2091.3848,704.26324,2093.0513,697.9083,2100.0554,662.2194,2095.87,636.6843,2080.1938,627.4399,2114.0317,640.27576,2094.3413,664.6772,2078.2747,684.9306,2088.893,643.34875,2059.7,678.59216,2084.0132,657.8152,2090.0732,641.57904,2101.908,628.8205,2104.56,655.07684,2090.843,652.4568,2104.3564,665.4783,2036.5051,647.0933,2115.7964,640.99994,2096.721,644.2864,2107.1082,645.7608
10165,2115.3762,653.7656,2098.6511,656.11066,2122.9365,670.61255,2087.3188,668.3978,2116.1492,649.1017,2095.5815,662.8707,2090.3088,662.75,2081.724,615.2733,2078.8218,651.78735,2111.2004,669.68774,2117.3938,683.4888,2079.6575,636.28503,2079.1028,651.4305,2082.1147,682.1463,2082.7263,708.4403,2096.3706,665.40173,2077.8296,662.7988,2065.1204,647.2978,2075.7776,644.3249,2058.467,653.05206,2059.254,638.90186,2079.7249,623.5963,2063.4204,629.56525,2088.2039,641.2926,2077.8613,645.10956,2056.8918,633.38306,2109.0315,644.18994,2070.0776,651.9548,2089.6387,627.0504,2069.43,656.4366
10189,2177.8955,736.4039,2197.6956,736.2108,2194.6787,702.32733,2172.585,739.60944,2209.1753,731.2061,2187.983,725.0473,2197.533,755.7699,2185.6414,722.57385,2171.422,721.1901,2177.827,702.2129,2174.8328,768.4468,2180.6882,748.61786,2189.3352,732.0308,2190.874,720.2475,2181.1533,710.5613,2191.005,718.0926,2181.8022,731.3219,2172.3164,756.4506,2184.645,726.26025,2145.9521,741.78546,2176.6208,722.7368,2179.2085,732.79175,2185.8005,712.63586,2179.4324,734.9107,2186.7205,726.8289,2181.1929,736.38293,2145.7744,725.02997,2187.9783,720.1798,2177.7415,716.6073,2184.3982,721.7596
10196,2111.7058,800.0719,2140.6357,815.2002,2129.179,818.67365,2170.3145,820.1678,2148.9343,803.6411,2153.834,830.18774,2120.66,818.7904,2149.6584,804.65027,2162.5059,844.0254,2120.1907,800.605,2157.7942,795.2212,2109.9517,800.41833,2148.146,810.00946,2168.1191,766.8033,2119.7483,798.2784,2101.3538,824.6699,2200.757,801.33606,2136.4773,798.0679,2143.8328,852.7294,2145.5955,821.82336,2146.6213,805.8246,2137.6885,784.7413,2145.745,812.00134,2159.5242,817.06537,2129.4512,804.7167,2125.4832,800.3026,2175.152,785.33215,2142.868,830.28455,2157.4277,817.3856,2115.004,801.294
10200,2127.8367,766.9858,2164.726,779.783,2161.1545,788.0045,2194.7112,789.132,2181.4934,773.675,2177.2202,799.1995,2137.3098,791.8273,2167.6577,760.80035,2183.4614,805.4125,2135.676,755.7502,2183.6128,767.58325,2126.7612,761.0082,2172.969,778.9317,2189.4546,731.4957,2144.0999,752.0841,2125.0815,782.991,2225.5159,766.36816,2156.4082,754.2767,2175.236,807.7461,2169.2766,786.73676,2183.5464,765.00214,2160.948,734.3352,2175.8728,769.662,2196.0654,784.05774,2155.9636,764.56433,2156.249,764.64685,2202.5679,742.1206,2167.3718,786.7412,2190.9407,774.3286,2152.4797,758.91583
10214,2118.3218,783.56696,2185.0588,811.6606,2176.1804,812.1364,2182.857,786.71124,2155.4966,870.14374,2092.7644,825.8651,2202.7334,835.19385,2149.3618,802.30426,2168.6965,831.6147,2119.7224,813.7567,2089.7625,838.6768,2170.5503,838.2895,2198.0793,791.7349,2194.6807,789.55524,2126.13,855.67017,2154.7944,834.3744,2129.4075,821.10645,2106.9495,814.05457,2117.2964,799.4565,2178.0747,817.7327,2218.963,801.1543,2120.3975,783.5539,2141.6472,809.2774,2144.3442,774.01196,2121.6614,814.4705,2111.4976,819.04034,2173.087,822.2724,2131.205,795.42084,2147.223,761.3748,2193.7778,776.6875
10219,735.0732,1487.9442,792.6474,1517.7277,718.458,1525.7892,733.24384,1501.0109,745.5216,1578.4431,730.8277,1529.0482,704.222,1519.1676,718.8769,1495.122,645.2568,1512.5435,729.50366,1516.3983,700.52826,1518.4741,724.2926,1522.5182,724.78674,1532.5209,721.26996,1524.7166,728.2298,1549.2721,709.4626,1528.1155,744.3303,1509.4067,750.9515,1499.9594,731.2255,1496.1305,762.348,1539.7969,749.81757,1526.9014,720.688,1541.1467,744.8085,1551.7589,735.3834,1553.7931,693.0234,1513.4491,763.5645,1531.5153,694.0308,1535.0049,725.85876,1530.0419,718.6092,1531.8248,742.1127,1502.7783
10232,2113.935,671.7366,2097.6858,644.8553,2099.3936,646.757,2132.2646,658.9525,2103.23,651.9204,2093.8123,679.3425,2107.015,638.13654,2076.5083,702.82745,2087.4622,648.34375,2100.1785,665.9036,2127.1946,666.11896,2097.5605,645.42346,2084.3496,639.4621,2077.8528,661.5197,2099.4822,645.59753,2079.096,648.2579,2046.207,666.7006,2069.9023,636.133,2086.4478,625.2578,2065.4106,662.4677,2067.711,631.155,2038.7343,623.8175,2082.8298,655.43066,1994.8484,643.6455,2060.7659,636.8209,2018.7825,614.02765,2058.595,623.33344,2075.2034,614.4217,2042.4779,640.2313,2072.2314,672.7629
10240,2179.8552,699.8904,2168.2644,710.11914,2193.4656,726.16754,2153.6833,725.734,2195.4958,704.13116,2166.5166,720.8265,2164.3633,723.10065,2152.842,672.8487,2159.1006,712.94305,2193.723,735.2966,2203.6921,752.7629,2164.2131,702.17395,2168.8103,719.7142,2172.2122,754.3265,2177.037,789.7332,2192.3594,737.31976,2172.0833,738.8783,2156.6074,721.5047,2172.9521,726.2343,2156.2542,739.0008,2156.4465,723.05096,2186.5486,696.9736,2161.8428,712.301,2198.045,724.82153,2189.607,729.30963,2167.655,724.19257,2223.175,736.6425,2185.0574,741.4647,2213.6523,715.97375,2188.789,752.3984
10242,568.4729,1279.7863,522.00134,1304.4363,574.40076,1273.0634,547.8863,1250.9265,516.26953,1292.0864,622.5974,1351.5146,530.84863,1346.187,581.73016,1264.2943,567.1406,1322.166,567.6949,1306.6967,548.64087,1263.0265,664.4177,1300.6885,646.02686,1246.3966,604.6796,1328.6434,568.6123,1255.9537,549.6056,1213.4219,604.01306,1273.5514,541.087,1280.7545,516.14734,1170.7329,536.8895,1327.6166,607.8132,1305.9623,574.9083,1238.8198,563.7793,1331.945,568.48975,1262.0574,524.998,1282.6697,537.35205,1284.6396,534.5448,1233.3158,485.47192,1254.2386,537.7906,1274.9713,476.68872,1248.2474
10250,2200.9497,720.73346,2173.236,725.16626,2205.2507,748.38043,2166.1694,743.06934,2204.64,715.16534,2169.3208,735.1183,2170.7068,728.5206,2163.822,675.25543,2153.8088,720.18726,2200.7817,743.3183,2205.533,757.9415,2157.3953,703.0632,2167.505,727.88367,2161.9268,749.2945,2164.6484,788.62604,2180.3254,741.035,2151.9473,728.9702,2138.3198,714.8974,2148.9604,718.75964,2135.014,723.7787,2137.401,705.18835,2162.865,680.8786,2138.0837,700.3916,2171.4446,707.2808,2152.07,712.3947,2132.8884,697.96844,2195.579,718.59955,2142.2034,716.5946,2176.63,691.7495,2153.4712,727.19037
10251,2170.6777,734.7821,2199.2883,731.92456,2197.034,690.73914,2167.1738,739.8929,2220.9773,724.4795,2186.8413,720.1078,2204.597,776.804,2192.1133,729.6393,2165.4973,730.27423,2170.7285,687.75507,2175.216,782.1709,2181.782,765.7735,2190.526,738.51025,2189.4448,713.61176,2176.3389,701.42487,2199.9336,714.647,2184.4744,736.6492,2171.2253,763.74457,2185.1155,723.5035,2143.5007,751.10876,2175.3308,729.8673,2181.25,726.7917,2190.3,702.98004,2189.7004,737.3554,2187.6162,726.1989,2194.9844,746.38965,2128.3303,724.45197,2200.9758,718.4165,2184.0403,719.6392,2196.9321,723.89746
10278,1723.2542,350.0458,1706.6056,332.92078,1713.9198,327.63977,1732.621,331.45438,1707.4099,338.72525,1711.8947,354.436,1719.9926,329.31055,1696.9938,377.25568,1700.3983,337.57596,1707.3717,345.73642,1736.8359,351.02045,1716.2584,335.28494,1709.3778,333.20966,1707.3119,348.95926,1720.8032,334.5295,1709.3986,342.67377,1681.842,357.33908,1695.7628,328.24527,1706.087,320.91385,1695.402,348.04944,1704.0675,331.732,1683.8372,329.8583,1715.8403,350.1499,1654.8689,332.9205,1696.0674,338.21985,1673.3246,323.0992,1698.0333,326.99356,1706.2592,320.6085,1686.3854,339.90314,1708.1434,358.2148
10279,254.44286,1101.9159,246.32506,1128.0984,247.1182,1074.7249,244.29048,1114.7177,278.94855,1083.6403,243.95763,1093.6023,248.16916,1100.8134,233.79913,1066.8793,249.86313,1079.3927,258.76147,1100.0828,253.92714,1140.8204,255.19429,1137.957,253.68143,1081.5398,221.72276,1086.0485,267.87842,1091.2286,245.85779,1089.0029,251.4776,1090.014,250.28462,1121.016,268.67624,1082.9836,198.88153,1089.4954,269.43677,1101.016,237.63452,1052.8934,255.62613,1089.488,278.1429,1067.619,269.5887,1052.0786,252.93822,1085.4358,250.191,1080.0071,240.2137,1078.0261,247.53102,1099.2615,277.58368,1066.6666
10281,1801.3278,539.7973,1761.8638,519.12506,1759.9924,562.4367,1798.3132,488.6971,1790.4911,501.67328,1760.0472,515.41705,1781.719,484.265,1812.3873,513.6776,1840.9427,533.1659,1819.3638,539.24207,1801.9966,521.01025,1767.9695,511.8519,1797.4062,509.8256,1780.5371,532.00934,1756.1775,507.34348,1813.5865,480.2515,1784.3704,502.37827,1784.4441,476.59845,1809.3323,538.1617,1798.3857,513.522,1781.8378,489.54727,1785.6265,523.421,1739.3276,531.86237,1764.8124,510.66388,1772.065,496.99927,1813.1019,502.31747,1807.9614,511.693,1773.966,491.5072,1796.8394,492.864,1774.5197,473.7297
10298,894.7964,864.1808,862.88544,842.4584,886.43964,844.1881,900.7003,829.94293,895.9055,827.59753,893.1482,841.5112,895.18976,826.9291,900.42316,830.35315,939.8143,839.563,894.25336,837.10474,881.60205,830.9953,911.2163,833.98065,901.975,834.0114,894.4413,833.8088,897.4255,841.6308,909.6999,835.02875,899.7721,830.6941,902.4383,832.1648,910.1032,834.2932,907.98517,841.74005,909.4417,844.5334,901.81274,865.7086,908.1436,837.7891,907.2322,839.2668,877.20135,842.4562,915.44403,840.2861,914.80634,834.0227,935.193,829.9386,915.22174,838.10657,918.0098,828.5975
10303,639.55383,1471.8822,724.40735,1532.8641,615.0442,1490.4572,590.44135,1483.7533,552.1208,1575.4501,592.12354,1517.8428,545.15344,1507.0526,577.2717,1516.9647,574.6581,1510.8962,619.78625,1581.6055,623.37213,1563.3066,591.99084,1553.5123,531.5222,1482.8922,647.82184,1545.0483,570.50385,1494.8527,600.45734,1518.1051,572.9504,1461.2349,588.08093,1493.5094,581.9452,1463.1023,573.6625,1515.8263,568.0703,1513.085,560.07526,1498.0437,581.61646,1502.7424,608.5965,1543.3126,588.8564,1533.389,588.5911,1479.6179,595.40283,1538.1272,580.2973,1503.0696,604.43896,1459.5712,607.7297,1545.0631
10312,1788.8748,402.3293,1779.1804,396.2991,1783.3464,388.1049,1796.5012,391.3778,1788.4563,398.43036,1791.1448,409.58997,1793.5465,400.1192,1788.4944,419.32718,1786.8859,401.45093,1787.9167,401.74448,1803.7982,408.857,1804.0641,400.91235,1799.649,403.24847,1795.7454,407.2461,1802.0724,401.41663,1807.0369,405.44714,1793.5867,419.98322,1799.989,410.23175,1800.5486,405.36575,1801.1119,411.13373,1806.8588,405.367,1799.0214,411.67633,1815.0087,428.22287,1791.7373,408.6199,1815.8832,418.78958,1799.8962,415.89966,1809.2429,421.41043,1819.155,419.65128,1810.6161,424.07706,1828.5061,433.65933
10313,1917.4336,518.28296,1905.0726,506.3928,1905.609,500.0413,1919.6686,508.69632,1910.2839,506.14603,1907.6257,518.04034,1912.7722,505.37567,1902.1666,522.36615,1901.1844,502.67035,1904.6368,504.74548,1913.9283,510.96375,1907.612,497.02112,1900.8712,497.17313,1894.0875,503.42865,1903.4491,492.25662,1901.618,497.99142,1882.6244,511.66125,1888.797,496.4436,1893.1342,491.52725,1888.0934,498.0941,1889.7524,486.13034,1880.8853,489.14545,1896.3452,506.32898,1868.1539,489.23114,1891.0203,493.55954,1872.9594,484.94147,1881.6771,495.0292,1891.8074,486.11127,1880.6366,490.0492,1894.5474,503.9213
10317,246.98679,995.7959,275.22388,1000.949,239.95137,987.6847,243.15973,1001.4496,307.49493,954.24835,268.30283,984.0249,205.55716,972.1138,262.62952,937.17737,262.44797,1016.52405,298.12387,1026.2212,263.12537,1020.6312,210.9556,969.0009,258.8961,967.25806,285.76443,1016.56506,253.85287,1013.93646,254.108,1006.8603,267.16946,1009.6215,261.2542,1011.44366,255.39143,990.25,281.3284,1034.8429,244.8924,1025.4052,266.49466,980.1742,286.92477,990.7077,270.42752,970.8166,230.80704,982.5268,269.537,972.5626,287.58813,909.32104,241.20943,979.3018,189.45885,905.7291,266.9593,988.7038
10340,1986.8114,565.0928,1960.7898,544.39087,1966.4504,532.5596,1993.763,544.30316,1981.692,554.7931,1977.1632,577.4162,1991.0707,549.26135,1972.1166,591.59106,1970.5377,556.6271,1979.6548,560.7502,2004.3352,575.55084,1994.407,549.94385,1987.4489,556.1496,1980.1775,570.13654,1998.0897,556.4609,1996.7639,567.411,1963.5122,595.4348,1982.7848,567.3069,1988.4025,558.58356,1988.9119,573.45935,1998.9957,559.0114,1976.7448,566.68555,2012.5471,594.2898,1956.2418,564.5976,2004.8202,580.88684,1972.3678,563.7955,1999.091,580.91156,2012.6223,571.5991,1994.133,587.65295,2024.0754,609.786
10355,2150.256,718.1689,2091.5532,693.2323,2114.9678,718.49475,2147.8845,669.3015,2142.7903,672.71783,2120.488,698.37195,2137.0706,671.51886,2160.322,682.52814,2208.0405,703.31726,2158.5447,708.1253,2146.9597,690.32605,2136.6934,694.62665,2152.274,694.9012,2134.616,707.98193,2133.8179,697.1822,2168.0215,670.0904,2149.6936,682.4385,2150.4092,681.5399,2166.6262,717.4469,2166.9302,704.9907,2154.8696,691.2182,2151.1006,737.11707,2130.794,721.3763,2145.2346,708.3338,2136.247,708.4059,2183.2703,705.17065,2177.518,705.6384,2168.1223,688.2136,2176.1836,693.4673,2161.6729,681.6694
10357,545.36304,1376.9584,568.04,1371.8274,666.3079,1357.8997,571.8385,1384.2075,593.8725,1427.3414,585.36255,1398.579,581.27606,1433.2528,595.441,1388.1892,634.2378,1392.3547,578.9907,1382.9198,579.05457,1419.3271,581.2164,1380.556,477.819,1285.5975,589.5371,1449.7239,585.3415,1511.7924,580.0252,1372.6139,626.63873,1481.9408,561.3501,1378.5723,594.0798,1332.2109,561.616,1397.1157,481.62872,1379.7517,567.9208,1403.4055,520.70447,1382.4524,596.70703,1372.6105,648.4759,1388.3505,626.42554,1425.1279,584.3728,1342.6908,600.4367,1424.2682,590.5165,1356.8175,558.9504,1397.1835
10360,2177.0652,814.2526,2112.7573,815.79175,2170.33,860.57104,2138.355,853.1876,2208.1545,786.6205,2132.9946,838.5125,2152.537,800.6236,2141.1704,753.5378,2116.7937,809.26807,2211.818,835.6488,2186.2307,866.8074,2136.2026,793.20435,2154.0056,831.7697,2137.8645,836.67926,2131.1187,900.6485,2165.47,850.5663,2119.2473,806.84216,2098.1655,799.36475,2093.0117,830.3691,2110.4407,828.6891,2123.986,787.5483,2160.2612,767.69214,2117.349,814.9963,2159.2837,804.3116,2131.6807,796.4042,2119.7283,782.7661,2191.6162,834.26953,2102.9473,805.9453,2193.8872,787.76746,2145.0205,818.6601
10361,748.413,1504.9987,757.50433,1489.8364,734.4347,1566.2734,829.0874,1480.3595,733.5538,1500.7422,756.06744,1585.3997,719.33154,1425.3741,637.2381,1565.4674,642.744,1535.9489,820.8503,1605.4181,706.7591,1497.1158,792.9489,1476.5793,790.2415,1505.8339,721.1472,1461.6901,839.98645,1471.0277,735.56665,1521.8177,791.8802,1601.6387,712.1556,1566.9567,777.61316,1476.0612,845.7032,1538.773,770.9855,1575.7609,728.1859,1654.8004,652.83936,1567.8274,666.5068,1588.0951,782.91425,1612.3394,721.01807,1528.6116,743.7518,1474.9877,688.80664,1515.8062,750.02167,1515.3175,749.03253,1479.2186
10374,598.52765,1546.671,600.633,1519.8307,568.1488,1543.5396,557.79614,1533.919,593.4556,1561.96,577.0138,1531.5597,605.0782,1524.6917,628.247,1543.7239,594.0645,1525.5757,562.4344,1548.3136,566.4884,1540.621,590.01843,1523.2396,635.9521,1529.0461,563.0087,1505.0244,571.97363,1543.9968,594.812,1534.5709,583.45825,1478.7496,573.9998,1544.7095,584.2197,1516.5278,605.99774,1483.2966,631.95013,1519.3043,572.8516,1528.077,588.9117,1560.0004,599.30145,1529.1329,578.2481,1481.7908,574.4861,1494.2166,579.9764,1540.7239,573.8222,1496.6527,612.0495,1502.2302,583.15344,1520.257
104,743.27325,1424.191,617.1016,1411.3563,791.7306,1389.8926,681.4045,1315.4088,732.1983,1383.8368,856.4669,1510.9641,714.17664,1542.5786,713.1084,1418.5215,720.152,1475.3157,793.3316,1461.0096,648.64386,1334.2815,914.18,1428.8229,785.9056,1320.6974,788.8781,1419.7556,768.83453,1389.3947,795.3883,1291.298,891.25476,1351.018,720.41254,1555.7086,578.6876,1268.623,681.76807,1424.7473,783.6464,1465.1433,663.9967,1292.6029,736.0239,1434.9506,748.6902,1406.9694,649.2568,1412.9703,663.5753,1437.2982,737.56775,1364.9958,589.00226,1390.483,695.15405,1380.044,614.6611,1356.4824
10413,1650.5619,295.85376,1677.9575,287.4129,1676.4489,262.91403,1658.0479,297.37012,1695.5621,295.3736,1671.3275,293.56824,1689.1982,336.3686,1684.8838,309.98126,1653.3063,306.972,1656.581,266.04184,1669.9001,337.94226,1676.9945,325.62305,1682.3813,312.16913,1685.2313,290.9177,1666.721,281.7694,1696.7094,296.4502,1684.1965,318.53168,1670.3821,329.34338,1677.6554,302.3905,1661.4576,328.58286,1675.4845,313.9242,1685.7081,311.3616,1688.7854,295.23096,1692.1692,321.48376,1690.0978,314.59357,1698.6497,325.653,1650.1896,311.23557,1712.9796,307.50186,1695.83,311.79163,1705.314,317.77524
10439,740.7967,1519.4738,755.30475,1481.581,741.6079,1518.91,762.532,1559.1981,711.622,1507.0424,740.61957,1546.026,776.6812,1535.7473,732.638,1534.3043,761.34045,1512.8025,748.22644,1535.6694,774.5741,1536.8295,753.175,1534.9103,734.5644,1527.1829,704.67395,1511.0095,771.2715,1489.0131,714.385,1479.9427,704.9394,1563.2034,712.71576,1520.2131,776.0329,1535.9569,723.3793,1557.2758,732.0235,1491.3423,734.5765,1541.555,732.6196,1595.3019,709.2775,1560.2174,768.5683,1535.4088,722.5717,1477.0095,693.8674,1550.9875,746.68225,1520.9005,740.8836,1567.772,766.169,1564.2352
