ID,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60
10161,2116.2026,695.9363,2114.9543,695.4952,2114.94,694.9111,2113.6965,694.56244,2113.665,693.9893,2113.7883,693.7763,2112.2234,692.43994,2111.8467,692.9158,2111.5195,691.4315,2110.9941,691.251,2110.2764,689.7602,2110.7285,689.8553,2109.525,689.1886,2109.3035,688.7339,2108.0527,687.2314,2108.3237,687.4883,2107.752,686.7613,2106.872,686.60297,2107.4265,685.5938,2106.7131,685.3054,2105.4285,684.36914,2104.8794,684.1131,2105.0542,683.67316,2104.5488,683.04596,2103.5117,682.3212,2103.4456,682.2844,2102.5552,681.5264,2102.111,680.99664,2100.8662,680.3378,2101.0674,679.41345
10165,2088.546,675.86774,2088.0583,674.78046,2087.238,673.7122,2086.8496,672.1747,2086.852,671.9201,2085.0618,670.3292,2085.0054,670.31067,2084.3047,669.31915,2083.1616,668.39905,2083.2544,668.4686,2082.2585,667.4589,2081.7715,666.27167,2081.2124,666.7819,2079.8628,664.39514,2080.382,664.5746,2079.1587,664.38873,2077.6807,662.8377,2077.6748,661.577,2077.0017,661.96564,2076.8892,660.8859,2075.8835,659.5106,2074.4744,658.9052,2074.6785,658.51166,2073.501,657.0755,2072.7415,657.365,2072.2478,655.7708,2071.758,655.3875,2069.9414,654.34393,2070.182,653.44507,2069.6582,652.8033
10189,2172.6472,745.4359,2171.8625,744.36554,2170.6467,743.9796,2170.4336,743.89233,2169.278,742.1068,2169.355,741.28766,2167.9573,739.95264,2167.2297,740.5805,2165.79,738.82733,2164.5186,738.71936,2164.1985,737.65753,2164.3125,736.4964,2161.887,735.2278,2161.6362,734.61804,2160.8127,733.46576,2159.9407,732.595,2159.5002,731.8853,2159.1406,731.6504,2157.9146,730.6435,2157.5068,728.642,2155.302,729.5054,2155.3013,727.60895,2154.26,727.74274,2153.782,726.0224,2153.1165,726.01184,2152.0378,724.2786,2150.905,723.12885,2150.1282,723.72076,2150.0789,722.61383,2148.2844,721.42206
10196,2178.1208,788.0242,2177.616,787.9199,2177.7727,787.8294,2177.6133,787.84845,2177.7732,787.46497,2177.4417,787.763,2177.336,787.3729,2177.3281,787.22296,2177.171,787.0413,2177.0637,787.05493,2177.0105,787.181,2176.821,787.1498,2176.5745,786.9486,2176.614,786.5035,2176.438,786.6221,2176.3735,786.748,2176.0964,786.6477,2176.083,786.56067,2176.0688,786.24457,2175.695,786.40216,2175.8167,786.3214,2175.5984,785.8517,2175.4993,786.2118,2175.5435,786.22253,2175.1912,786.124,2175.1228,785.98145,2175.2334,785.9929,2175.2158,785.6414,2175.276,785.7843,2175.0232,785.80743
10200,2175.4797,815.8394,2174.8538,815.9795,2175.2595,815.61383,2174.6921,815.9223,2175.0227,815.28503,2174.798,815.35785,2174.824,814.8362,2174.235,814.7841,2174.487,814.4929,2174.4988,814.4451,2174.3035,814.56323,2173.8232,814.6098,2173.6272,814.24036,2173.9321,813.57684,2173.6345,813.47437,2173.5457,814.0906,2172.993,813.53064,2173.1572,813.5104,2173.334,812.96277,2172.7043,813.36176,2172.661,812.8083,2172.7346,812.34546,2172.869,812.7136,2172.4465,812.41504,2171.9297,812.32367,2172.108,811.98895,2172.1511,811.91583,2172.0432,811.141,2172.2705,811.5082,2171.7373,811.2984
10214,2203.1663,848.1162,2203.4568,848.17004,2203.1995,847.855,2203.4397,847.7914,2203.2751,847.4042,2203.384,847.3078,2203.394,847.24384,2203.7747,847.4801,2203.4858,847.0243,2203.4912,846.87604,2203.6692,846.95844,2203.4263,846.8068,2203.7607,846.8218,2203.6182,846.6171,2203.457,846.32007,2203.5662,846.56226,2203.2732,846.1956,2203.3164,846.00006,2203.5293,845.8709,2203.046,845.89044,2203.4004,845.8963,2203.7349,845.6379,2203.3687,845.65924,2203.2207,845.68463,2203.4028,845.0622,2203.3206,845.25116,2203.2693,845.29407,2203.3699,845.10004,2203.034,844.79944,2203.1086,844.5015
10219,731.13617,1521.0876,731.66235,1520.9171,731.3981,1520.246,730.8156,1520.4542,731.69086,1520.4432,731.05646,1520.0754,731.26575,1520.2539,731.0254,1519.935,730.8432,1520.6243,731.551,1520.4196,731.56934,1520.1385,731.1683,1520.3436,731.3655,1520.0568,731.61145,1520.4011,731.27527,1520.0155,731.30304,1520.2766,731.5541,1520.0037,731.2237,1519.7191,731.6114,1519.813,731.33057,1519.6985,731.4149,1519.3293,731.3171,1519.4625,731.65955,1520.211,731.27563,1519.1392,731.7869,1519.1062,731.2732,1519.2135,730.9537,1519.7402,731.33154,1518.9087,731.5504,1519.2203,731.1476,1518.616
10232,2125.9087,692.5999,2124.542,691.53485,2124.691,691.23474,2123.179,690.5535,2123.7375,689.9975,2122.4402,689.6724,2121.5034,688.2315,2121.3945,687.0458,2120.5447,686.5085,2119.7158,685.4568,2118.668,685.315,2118.9885,684.9794,2117.927,683.64667,2117.096,683.01483,2116.8816,682.24365,2116.323,681.6454,2115.27,680.70917,2114.4155,680.40106,2114.2415,678.98206,2113.7917,678.9369,2113.037,677.35724,2111.4504,676.96875,2112.1775,675.91846,2111.495,675.7234,2109.882,674.8924,2109.327,673.5749,2108.9976,673.3303,2108.3833,673.3923,2107.5537,672.22284,2106.7996,670.6834
10240,2165.9263,716.4097,2165.719,716.78265,2166.2295,717.4465,2167.6404,717.2715,2166.9524,717.9738,2168.3103,718.1484,2168.3896,718.45575,2169.2822,718.6707,2169.2314,719.0216,2169.11,720.0258,2170.402,719.8565,2170.3308,721.0284,2170.1807,720.8346,2170.55,721.57385,2171.082,721.7795,2171.7844,722.2958,2171.9011,722.42334,2172.5354,722.6681,2173.4631,723.4577,2173.4365,723.3962,2173.6584,724.14264,2174.414,724.71875,2175.1616,725.1555,2175.275,725.55164,2175.08,725.91376,2175.4995,726.50696,2175.9297,725.9479,2175.9949,726.9096,2176.7468,727.0402,2176.6711,727.53906
10242,602.4715,1301.9579,602.5565,1301.9502,602.3651,1301.8401,602.33636,1301.9772,602.4323,1302.0348,602.3227,1301.9506,602.31775,1302.0193,602.4235,1302.0757,602.42645,1302.0203,602.4255,1302.0441,602.5957,1302.0691,602.3784,1301.9994,602.3878,1302.109,602.4393,1302.1534,602.4216,1302.1012,602.36676,1301.9514,602.39014,1302.1575,602.32434,1302.1505,602.3737,1302.1106,602.4011,1302.0767,602.2726,1302.2609,602.52234,1302.1812,602.3607,1302.2238,602.44116,1302.269,602.3545,1302.1434,602.35156,1302.379,602.4052,1302.4038,602.39075,1302.284,602.2953,1302.2471,602.39124,1302.1992
10250,2132.835,707.75714,2132.1216,708.93176,2131.0483,706.83405,2130.3591,706.9868,2131.1487,706.53033,2129.5146,704.83246,2129.6199,705.0007,2129.2014,704.6299,2129.2283,703.241,2128.4917,703.0384,2127.4197,703.8284,2127.318,702.1418,2126.4067,702.63544,2126.7483,700.0325,2127.0393,701.554,2125.5957,700.5395,2125.3833,700.0523,2125.0613,699.17255,2124.5012,698.72375,2124.194,698.06024,2124.0774,696.8438,2122.9448,696.45184,2122.9102,696.2487,2121.414,695.3769,2121.2275,695.2069,2120.8706,694.82733,2121.343,694.58844,2119.8958,693.72076,2119.1443,693.05237,2120.5725,692.502
10251,2213.2073,749.00775,2212.6794,748.7003,2212.4915,749.14044,2211.5251,748.4107,2211.8113,746.76074,2211.824,746.5794,2211.4102,746.40063,2210.1887,746.37604,2211.015,746.44525,2210.11,746.0917,2209.7893,745.3411,2210.7222,744.3579,2209.5732,744.04364,2210.2205,744.5231,2208.9714,742.8369,2210.004,743.0153,2209.6868,742.31134,2208.7432,742.5622,2209.5627,741.9748,2208.3901,742.03467,2207.749,741.7974,2207.5347,740.05817,2207.949,740.99036,2206.117,740.4619,2206.9458,739.10736,2206.473,737.8755,2206.4824,737.6702,2205.9036,737.8395,2204.8542,738.2031,2204.5977,736.84985
10278,1675.9543,499.3271,1674.946,500.32602,1675.1699,500.12057,1674.5776,499.7256,1674.6854,497.49362,1673.7451,497.27963,1673.1884,495.54123,1671.3279,496.10248,1672.2181,496.75537,1671.5172,495.9441,1671.4396,494.32745,1671.2925,494.14587,1670.5465,493.9714,1669.8196,494.23257,1670.239,492.9061,1670.7711,494.20895,1667.0531,492.0655,1668.0181,490.55972,1666.1586,491.0577,1668.8088,490.31732,1667.4109,489.00232,1664.843,488.2895,1665.8325,489.43158,1666.3602,489.00772,1666.0782,487.27985,1664.8325,486.59106,1664.2609,486.41458,1662.7166,486.45392,1664.6202,486.71588,1663.7205,484.76907
10279,258.57333,1119.485,258.28775,1119.6211,258.66205,1119.2607,258.67664,1118.7877,258.36823,1118.9998,258.8496,1119.1536,258.40802,1118.6034,258.4888,1118.5786,258.2652,1118.3015,258.5612,1118.0994,258.19705,1118.3219,258.5748,1117.9558,257.86517,1117.8451,258.31403,1117.7345,258.07407,1117.3511,258.2856,1117.4446,258.16876,1117.0239,257.98926,1117.5226,258.20874,1116.6658,257.95255,1116.9692,257.57428,1116.5626,257.824,1116.7085,257.8995,1116.3527,257.94424,1115.9727,257.53815,1115.8405,257.7047,1115.8064,257.35815,1115.894,257.788,1115.8591,257.2991,1115.721,257.6614,1115.0366
10281,1868.9572,606.81525,1869.2408,606.894,1868.7661,606.6763,1868.6821,606.3378,1868.424,606.184,1867.9724,605.95465,1867.8954,605.7592,1867.6826,605.70056,1867.5072,605.5488,1866.924,605.85614,1866.6168,604.83386,1866.6472,604.9111,1866.2578,605.0827,1866.2478,604.4528,1866.3258,604.4166,1865.9216,604.3826,1865.6279,604.047,1865.5897,604.0312,1865.7441,603.9533,1864.9584,603.41425,1865.0625,603.5716,1865.0941,603.2262,1864.9423,603.3813,1864.6356,603.29755,1864.3528,603.1428,1864.0287,602.7417,1864.1256,602.689,1864.1023,602.91223,1863.7709,602.24286,1863.6942,602.24414
10298,894.06525,843.82697,893.9076,843.3964,894.4145,843.5047,894.4185,843.9063,894.49243,844.05066,894.2913,844.12775,894.1948,844.17365,894.42474,844.0854,894.279,843.8589,894.7411,844.4819,894.6397,844.30255,894.8305,844.1882,894.94366,844.28,894.5395,844.76495,894.9722,844.86993,894.8453,844.96454,894.9268,844.6366,895.1909,844.8728,894.77527,844.7364,894.9699,845.08734,895.48663,845.22986,895.3773,845.3795,895.05005,845.2183,895.6807,845.531,895.4957,845.2988,895.2359,845.7726,895.66296,845.21735,895.413,845.4824,895.7103,845.47864,895.73334,845.6861
10303,613.90344,1549.7302,613.8432,1549.8042,613.7794,1549.693,613.5848,1549.9178,613.4614,1549.766,613.3807,1549.5708,613.5617,1549.6836,613.34625,1549.4313,613.46704,1549.6757,613.39484,1549.4406,613.109,1549.5469,613.1395,1549.609,613.21497,1549.5381,612.9877,1549.2988,613.19904,1549.6295,613.0676,1549.4506,612.9636,1549.3044,613.0288,1549.6344,612.8247,1549.3124,612.8626,1549.0781,612.5851,1549.4817,612.3591,1549.2449,612.4132,1549.2577,612.5238,1549.3003,612.48193,1549.1969,612.38873,1549.0269,612.58984,1549.1328,612.36993,1549.0673,612.1267,1549.0992,612.1029,1549.1484
10312,1720.8297,507.41748,1722.9711,509.2724,1723.3872,511.51166,1722.703,511.73056,1724.2869,512.6513,1724.5919,513.94666,1725.9435,513.2541,1725.8497,515.69824,1725.0972,516.59753,1727.4034,517.6174,1728.0348,518.25,1729.5012,518.69055,1731.0513,521.4891,1730.7318,521.2957,1731.6438,523.00287,1731.0427,524.0964,1731.432,525.75244,1734.5149,526.9337,1733.7103,526.95685,1736.245,526.7338,1735.7549,530.48737,1735.976,530.14905,1736.7322,531.269,1738.6332,534.2009,1739.3944,533.63074,1739.5704,534.74585,1741.2463,535.7565,1741.3055,536.54443,1742.8832,539.8602,1743.0608,537.4404
10313,1858.8488,605.83624,1858.5137,605.8923,1856.8259,605.3795,1855.4519,604.65466,1855.49,602.7349,1854.3152,602.1787,1853.6715,600.51996,1851.353,600.71985,1850.2516,599.3356,1850.155,598.4163,1849.455,597.5119,1848.8859,596.4096,1848.4001,596.2303,1846.7252,594.9992,1846.3644,594.37384,1844.3145,593.2368,1843.2556,593.2299,1843.9504,592.1944,1842.0822,590.3525,1841.9064,588.7245,1840.0884,590.14966,1839.8049,588.62115,1838.6835,588.0483,1838.0541,587.93695,1837.2059,585.99615,1836.4746,585.38025,1835.1581,584.57684,1834.3267,583.6457,1834.0182,584.1934,1833.1654,581.3234
10317,247.00089,1028.4031,247.06079,1028.5305,247.06906,1028.5433,247.09364,1028.6567,247.17722,1028.8118,246.90681,1028.6666,247.13239,1028.8374,246.97466,1028.8813,247.0586,1029.0122,247.1206,1029.0564,246.96379,1029.0393,246.91252,1029.1189,246.89432,1029.0771,246.9915,1029.1475,246.92058,1029.2123,246.86777,1029.2488,246.6847,1029.28,246.59988,1029.3042,246.67389,1029.647,246.86806,1029.5563,246.784,1029.5288,246.66019,1029.6426,246.79704,1029.6554,246.66348,1029.7532,246.6916,1029.7072,246.63057,1029.8541,246.75961,1029.8038,246.56087,1029.7776,246.78595,1029.955,246.54196,1030.0103
10340,1936.5326,636.34155,1937.5507,638.223,1937.5706,639.82477,1937.8904,641.05273,1938.6571,642.00165,1938.4904,643.74176,1939.6182,642.27124,1941.903,644.8278,1941.2437,645.74426,1943.5414,645.7038,1942.6956,646.67737,1943.0554,647.4079,1944.3896,650.1383,1945.0579,650.999,1945.0894,650.9133,1945.2998,652.11694,1945.6245,654.2227,1947.5356,655.3615,1946.901,655.4481,1949.367,654.9745,1948.9894,657.72986,1948.1561,657.1845,1949.8859,658.83856,1952.2902,661.53064,1951.6321,661.41785,1951.7565,662.70935,1952.2242,663.9677,1953.0402,664.75775,1953.8453,666.348,1955.944,666.5808
10355,2177.3198,733.7008,2177.77,734.17676,2178.2612,734.3205,2178.7422,734.6911,2179.0356,735.2584,2179.2554,735.53143,2179.8127,736.29504,2180.16,736.2317,2180.4238,736.6635,2180.9124,737.4596,2181.2456,737.65643,2181.7175,738.2414,2181.964,738.39703,2182.2217,738.8259,2182.7961,739.3649,2182.8188,739.7195,2183.4385,739.8418,2183.8997,740.5618,2184.2163,740.97217,2184.5205,741.256,2185.2424,741.826,2185.2432,742.11615,2185.5896,742.57404,2186.33,743.04034,2186.234,743.5209,2186.6072,743.9761,2187.2002,744.1386,2187.4087,744.5721,2187.931,745.00806,2188.2896,745.2778
10357,586.6241,1418.2654,586.7866,1417.9286,586.833,1418.1005,586.9118,1418.0974,586.89075,1418.1475,586.89264,1418.1343,587.0314,1418.0862,586.9929,1418.1956,586.8821,1418.3837,586.97217,1418.2012,587.1956,1418.1888,587.149,1418.0844,587.2757,1418.1683,587.14886,1418.0646,587.27734,1417.9609,587.31824,1418.132,587.13293,1417.9745,586.99695,1418.0134,587.10205,1418.0706,587.23047,1418.0073,587.36255,1417.9419,587.1643,1417.9384,587.1777,1417.8652,587.27356,1417.9766,587.3157,1417.8562,587.2367,1417.5518,587.15875,1417.8628,587.335,1417.8008,587.3559,1417.4817,587.4211,1417.5477
10360,2176.2493,825.45795,2176.3157,824.1609,2176.207,824.5122,2175.9763,824.13293,2176.0735,824.2839,2176.0674,823.7887,2176.54,823.1279,2176.213,823.39557,2175.4011,823.30054,2175.2798,822.96484,2175.8938,822.4931,2175.5603,822.4571,2175.4417,821.9074,2175.1382,821.69135,2175.1838,821.30066,2175.2375,822.00616,2175.009,821.72174,2174.332,821.2109,2174.7827,821.2889,2175.062,820.5741,2174.8997,820.43976,2174.4507,820.3666,2174.2197,820.4833,2174.7646,820.10254,2174.156,819.7127,2173.479,818.5756,2173.86,819.5523,2174.1562,819.8099,2174.1545,818.60126,2173.7932,818.60767
10361,742.32904,1570.3275,742.53577,1570.4575,742.6121,1570.5845,742.7131,1570.6505,743.06866,1570.6091,743.47705,1570.7516,743.5221,1570.6013,743.62,1570.7338,743.72833,1570.713,744.0051,1570.7866,744.08093,1570.7665,744.46844,1570.9484,744.4059,1570.6919,744.54913,1570.8596,744.9599,1570.9963,745.07996,1571.0605,745.4457,1571.1859,745.38916,1571.1455,745.6525,1571.348,745.4944,1571.2947,746.0293,1571.3401,745.8708,1571.5409,746.1602,1571.3066,746.206,1571.3892,746.4333,1571.6292,747.10126,1572.0106,747.25024,1571.996,747.23145,1571.7845,747.0361,1571.9657,747.24677,1572.1683
10374,614.57275,1540.4802,614.529,1540.5836,614.4763,1540.4148,614.68713,1540.2515,614.66797,1540.1848,614.7339,1540.1974,614.7264,1540.0504,614.9865,1540.1562,614.9249,1539.9603,614.9299,1539.8492,615.16144,1539.7623,615.0002,1539.6829,615.2355,1539.6168,615.03033,1539.5585,615.13965,1539.5771,615.24786,1539.5487,615.06934,1539.3633,615.0908,1539.2407,615.16095,1539.1718,615.17,1539.1443,615.2469,1539.1895,615.4127,1539.2496,615.28033,1539.0695,615.30347,1539.1562,615.496,1538.617,615.37726,1539.034,615.54767,1538.875,615.6082,1538.7372,615.5151,1538.6661,615.59735,1538.4133
104,768.5858,1400.5386,768.51843,1400.2211,768.68884,1400.4694,768.4999,1400.2848,768.48883,1400.2357,768.5378,1400.1215,768.2785,1400.0951,768.1775,1400.3123,768.1621,1400.2037,768.4939,1401.1177,768.21686,1400.8538,768.18463,1400.4495,767.99274,1401.0183,767.8715,1400.8193,767.8401,1401.0343,768.1082,1400.3187,768.0144,1400.8832,768.22644,1401.3204,768.2127,1401.0813,767.70776,1400.6732,767.9206,1400.9773,767.8029,1401.157,767.7411,1400.8887,767.99146,1401.3906,767.7429,1401.2693,767.75494,1401.4841,767.88055,1401.385,768.1186,1401.141,767.6726,1401.1755,767.8762,1401.1355
10413,1661.956,495.26508,1663.1293,496.18835,1663.4246,496.42136,1663.7212,498.91656,1665.42,498.79636,1665.4186,501.53778,1664.9097,500.6317,1666.7643,504.18344,1666.8248,504.1055,1666.8002,505.01212,1666.7616,503.35046,1668.9188,505.02255,1669.0178,506.3402,1669.538,506.81918,1668.014,507.48828,1670.5951,509.2277,1671.981,509.74277,1671.0212,510.18555,1673.5996,512.46136,1674.3306,514.06445,1673.0597,514.67267,1674.2316,514.942,1675.0656,516.171,1676.8511,515.5504,1674.7202,517.5012,1675.5186,517.87213,1675.3289,518.9751,1677.0564,521.61273,1676.7681,522.31415,1676.9363,522.44666
10439,740.9025,1518.7726,740.7842,1518.7151,740.7824,1518.7762,740.66785,1518.662,741.05914,1518.5883,740.8321,1518.6178,740.7671,1518.5767,740.75323,1518.4688,740.85046,1518.429,740.8075,1518.3558,740.80457,1518.5461,740.8446,1518.5583,740.87836,1518.3673,740.799,1518.5337,740.968,1518.3848,740.8543,1518.4105,740.81494,1518.2217,740.6157,1518.2341,740.8071,1518.0608,740.73987,1518.2576,740.69476,1518.1398,740.5971,1518.0222,740.9147,1517.9999,740.7632,1517.8268,740.65765,1517.824,740.5114,1517.8472,740.54553,1517.6136,740.5639,1517.8529,740.63293,1517.7577,740.6128,1517.5616
